id	upload_date	duration_s	speakers	has_audio	title
tAIu1caxUxM	20250811	3809	Clay Gentry	no	Sunday PM Worship - Like a Tree - 8.10.2025
wD6L4oZ79H8	20250811	5835	Clay Gentry	no	Sunday AM Worship - PigSty Epiphany - 8.10.2025
6_zPl6ktK4w	20250810	56		no	Do I Fight with Faith or Freeze in Fear?
hdEba79u3VM	20250809	62		no	Radical Generosity in Poverty!
1Wk8TH_2ekI	20250807	3120	Ben Prasser	no	Wednesday Bible Class - Paul's Sermon on Mars Hill - 8.6.2025
hr5dYs25gzE	20250807	61		no	Am I Playing or Fighting for My Faith?
QCN5od1Zw34	20250805	50		no	Am I Trying to do Life on My Own?
AOlPjMSvA0M	20250804	4918	Clay Gentry	no	Sunday AM Worship - Our All Seeing God - 8.3.2025
_zlS2UNLsFg	20250804	3836	Clay Gentry	no	Sunday PM Worship - When Comfort Hurts - 8.3.2025
jI0TBNHqtec	20250804	3272	Blaine Hyle	no	Sunday AM Bible Class - Luke - 8.3.2025
pXRXLDLyNis	20250804	2374	Clay Gentry	yes	When Comfort Hurts  8 3 2025
sMPIjUPdPlY	20250804	1845	Clay Gentry	yes	Our All Seeing God  8 3 25
5Q-Frkqop9E	20250802	47		no	Is My Faith in Jesus?
AIZZ9qGY0cM	20250731	68		no	What am I doing to Equip the Next Generation?
Wxax3y1RJ5k	20250731	3326	Ben Prasser	no	Wednesday Bible Class - Paul's Sermon on Mars Hill - 7.30.2025
pDQdNxuUs5g	20250729	59		no	Do I Want to Dwell With, or Apart from Him?
xJeyp8IMhNM	20250729	1348	Clay Gentry	yes	Crying Church or Dying Church  7 27 25
zveQ9xwZN2s	20250729	1856	Clay Gentry	yes	Boasting in the Cross of Christ   7 27 25
MBrHdBKo0DY	20250728	4499	Clay Gentry	no	Sunday AM Worship - Boasting in the Cross of Christ - 7.27.2025
U_E1cf3P3zE	20250728	3137	Blaine Hyle	no	Sunday AM Bible Class - Luke - 7.27.2025
cSeWTugfqKM	20250728	3284	Clay Gentry	no	Sunday PM - Crying Church or Dying Church - 7.27.2025
evWv2A36BJM	20250727	42		no	Is it Time to Check my Spiritual Pantry?
S0qCpTCvqds	20250726	118		no	Is the Resurrection Your Blueprint for Hope Today?
yleCAucNR1g	20250726	6607		no	Gospel Singing - 2025
HQrd7Nw_tS0	20250724	101		no	How Do I Know There Will Be a Judgement Day?
O-pWWmym_rM	20250724	3659	Ben Prasser	no	Wednesday Bible Class - Pauls Sermon on Mars Hill
loJNj80vboI	20250722	2785		yes	The Gravity of Gratitude 7 21 25
pZUGTqLY4Ps	20250722	65		no	Who Is My Advocate?
GTYZuXoJQG8	20250721	5867		no	Sunday AM Worship - The Gravity of Gratitude - 7.20.2025
Q9BYFJHciY0	20250721	3301	Blaine Hyle	no	Sunday AM Bible Class - Luke - 7.20.2025
qaglWhhFsLE	20250721	1659	Charlie Norman	no	Sunday PM - Dominica Report - --7.20.2025
w-AzjG4wIEU	20250721	1731	Charlie Norman	no	Sunday PM - Dominica Report - 7.20.2025
rPAJPDK7iZw	20250720	95		no	Do I React with Anger or Reason?
Zrk43S-YjTY	20250719	59		no	Do I Jump to Conclusions?
S6EvNmO12Vk	20250717	2071	Clay Gentry	no	Wednesday Bible Class - Pauls Sermon on Mars Hill - 7.16.2025
nDXvoBVUG6U	20250717	1301	Clay Gentry	no	Wednesday Bible Class - Pauls Sermon on Mars Hill - 7.16.2025
vTFTOpqV_lI	20250717	50		no	Which Voice Will I Focus On?
MUAa8hZuoac	20250715	111		no	Do I Let the Weight of My Burden Define Me?
GUBaPiCAniQ	20250713	59		no	Am I Ready to Run?
lGL2w5gaZjw	20250712	46		no	Which Prayer Reflects My Heart?
6hbynZurzX8	20250710	2915	Ben Prasser	no	Wednesday - Bible Class - 7.9.2025
D4LhTMVwigA	20250710	63		no	Different Spirit, Different Destination!
k0_8biGnZaM	20250708	1964		yes	Solomon's Public Prayer   7 6 2025
luP_V9bzXIY	20250708	41		no	Don't Shrink, Step up!
oUb_QQCh278	20250708	2787		yes	The Pattern Within the Waters   7 6 2025
hfQmvFIDUMk	20250707	5900		no	Sunday AM - The Pattern Within the Waters - 7.6.25
miOX55fkvTc	20250707	3879		no	Sunday PM - Solomon's Public Prayer - 7.6.25
u5_kYB3EnmM	20250706	82		no	Connected, Yet Isolated?
9cTr5zcTlTg	20250705	61		no	Is Isolation Growing My Fears?
SHLv5DoRtkU	20250703	4759		no	Wednesday VBS - 2025
TI6xDGnGdCg	20250703	42		no	Do I Know My Shepherd?
ms0y0_wRKrg	20250703	2821		yes	Evangelism   Receiving New Converts  7 2 2025
HC1VThzwSUQ	20250702	4908		no	Tuesday - VBS - 7.1.2025
LTXl23Wpyos	20250702	3011		yes	Evangelism (Learning to Ask Questions) 7 1 2025
XwLSbSUGpc0	20250701	90		no	Why Does God Allow Trials?
Yvoyk_IMhiA	20250701	4092		no	Monday VBS - 6.30.2025
_2KFK5AqPoo	20250701	2358		yes	Strengthened by Grace 6 30 2025
4TLv6sQtu9I	20250630	3452		no	Sunday PM - VBS - Our Need for Hope - 6.29.2025
J1WwflgfTG0	20250630	3551		no	Sunday AM Bible Class - Navigating a Secular Age - 6.29.2025
kdqRFIursn4	20250630	5010		no	Sunday AM Worship - Our Need for Meaning - 6.29.2025
tJEPVTKYGhg	20250630	1883		yes	Our Need for Meaning  6 29 2025
zoCjioXbFtY	20250630	1926		yes	Our Need for Hope  6 29 2025
ei0FTyIQcF4	20250629	98		no	Am I a Victim, or a Victor in Christ?
VIj4jeCY-ZQ	20250628	67		no	Word Equipped: Am I Ready for the Real Fight?
D4s6y3RmZmU	20250626	46		no	Love Grace Mercy and Protection!
nZ5PEM0F9d4	20250626	3338		no	Wednesday Bible Class - Statements of Jesus - 6.25.2025
wXKCIJoVu8Y	20250624	79		no	What Happens When Temptation Finds Me Anyway?
5gAAwpHcAIc	20250623	5856	Clay Gentry	no	Sunday AM  Worship - The Prodigal's Road to Ruin
NBhPW1fE1VQ	20250623	3447	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 6.22.2025
eqYiwIujol8	20250623	4870		no	Sunday Evening Worship - Kings & Chronicles: Manasseh the Prodigal - 062225
ssTYu8OuUmc	20250623	3003		yes	Kings & Chronicles: Manasseh the Prodigal  6 22 2025
vt0TFD5qOOU	20250623	2282	Clay Gentry	yes	The Prodigal's Road to Ruin 6 22 2025
b8Wi7zQj6pM	20250622	61		no	Am I Spiritually Drowsy?
4eHN-Uttfuo	20250621	61		no	Am I Missing God's Sufficiency?
8WRnlp8nCwQ	20250619	2870		no	Wednesday PM Bible Class - Statements of Jesus - 6.18.2025
mQufc9JMcfk	20250619	99		no	What's the Secret to Finding God Today?
Z3RE-XCJXRk	20250616	5748		no	Sunday AM Worship - Baruch's Dilemma - 6.15.2025
hPHbIanMFZ8	20250616	3154	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 6.15.2025
hRs__Xlnk0U	20250616	1681		yes	Jehoash, A Half Hearted King  06 15 2025
hcpmATPkUGA	20250616	4025	Clay Gentry	no	Sunday PM Worship - Jehoash - A Half-Hearted King - 6.15.2025
xoysfCkTekw	20250616	2610		yes	Baruch's Dilemma  6 15 2025
nUY4XEI9G4M	20250615	56		no	Am I United to Jesus?
qa6QdQeH2Sc	20250614	39		no	Is HE everything to ME?
5OVqdsaxq6E	20250612	3222		no	Wednesday PM Bible Class - Statements of Jesus - 6.11.2025
8Z5zQ970orY	20250612	51		no	Am I following Jesus Like a Part Time Gig?
hBvRE0o1CuY	20250610	63		no	Am I Just Casually Pursuing God?
JRzIqtVSV4M	20250609	1947	Clay Gentry	yes	Jeroboam's Golden Calves  6 8 25
NEEhH8c9T2M	20250609	3354	Clay Gentry	no	Sunday Evening Worship - Jeroboam's Idols  060825
NjzbRDi6h4o	20250609	5225	Clay Gentry	no	Sunday AM Worship - Faith in Gods Faithfulness - 6.8.2025
W0x1mzl591c	20250609	3226	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 6.8.2025
XYBZCQPnD_g	20250609	1657	Clay Gentry	yes	Faith in God's Faithfulness  6 8 2025
lSNBzPN5QC8	20250608	82		no	Am I Just Sweeping Sin Under the Rug?
XVdn3xsCc7Y	20250607	56		no	Am I united to Jesus
AqZuW6rLHfk	20250605	1601		no	Wednesday PM Bible Class - Statements of Jesus - 6.04.2025
7X3gK33sHgA	20250604	2034		yes	A Discerning Heart   6 01 2025
M7G_aDhAYUs	20250604	1358		yes	God's Standard of Giving   6 1 2025
k-eEOO9RbWc	20250604	43		no	Have I Forgotten my Kingdom Assignment?
X58GxRpy27g	20250603	102		no	Am I excited to share my faith
9_1D-uXndHw	20250602	3511		no	Sunday Bible Class - Barnabas Factor 6.1.2025
Sf7_LPDm5kE	20250602	4195		no	Sunday AM - Increasing our giving standard - 6.01.2025
ZY7qFiMNjNI	20250602	4048		no	Sunday PM - A Discerning Heart - 6.1.2025
tZ-74JFaQq0	20250602	79		no	Will I Live Joyously for a Holy God?
Ztq3OEL3vPs	20250601	64		no	What must I do to be saved?
gCiZAIyMaGo	20250531	43		no	Do I Share My Faith Effectively?
f2nkhZwVtHg	20250529	102		no	Am I Excited to Share My Faith?
qV5qRCrlzkk	20250529	3482		no	Wednesday PM - Statements of Jesus - 5.28.2025
ol_QPT0t9Qc	20250528	22		no	Do My Actions Mirror Divine Virtues?
X1IDP26v5TQ	20250527	48		no	Plant. Water. Watch God work!
vvV0YAprB3E	20250527	2032	Clay Gentry	yes	The Glory of God's Joy   5 25 2025
4wEEqkCUFsQ	20250526	2763	Charlie Norman	no	Sunday AM Bible Class - The Barnabas Factor - 5.25.2025
T2E9aeywNu8	20250526	4215		no	Sunday PM - Singing - 5.25.2025
fsZDXFItQZA	20250526	37		no	Am I Truly Christ's Ambassador?
z7oPXJJ2emw	20250526	5341	Clay Gentry	no	Sunday AM Worship - The Glory of Gods Joy - 5.25.2025
FfrJtUXbajk	20250525	211	Charlie Norman	no	Sunday AM Bible Class - The Barnabas Factor - 5.25.2025
hI3VbH1mTWU	20250525	25		no	Am I Willing to Share My Story?
S75XI0zc698	20250524	42		no	Is My Walk Matching My Talk?
n4aQXHbmsf4	20250523	87		no	How Do We Praise God's Holy Name?
_Xa1GDlM4LE	20250522	3273		no	Wednesday Night Bible Class - Statements Of Jesus - 052125
wcnirWY5vuk	20250522	42		no	Can I Trust God's Promises?
0COQIoQE3Z8	20250521	52		no	Kingdom Honor: Do I Reflect Enough?
FwK-Q3tha3s	20250520	17		no	Choose: Walls or Tables?
7qKPmHiKRS4	20250519	1909		yes	Ambassadors for Christ  5 18 2025
L0H4Oli0C9g	20250519	3445	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 5.18.2025
h-un6lVtsRo	20250519	4166	Clay Gentry	no	Sunday PM Worship - Grace in Wrath - 5.18.2025
nFJatXX7vWM	20250519	4832		no	Sunday AM Worship - Ambassabors For Christ - 5.18.2025
zRNJPUliuMc	20250519	2313	Clay Gentry	yes	Uzziah and God's Holiness  5 18 2025
PH1V0gnLyn0	20250518	28		no	Is My Hospitality Jesus Style?
kcxu3Uy0D_g	20250517	39		no	Am I Ready to Love Like Jesus?
KVtmN8R4kr0	20250515	83		no	Am I Opening My Heart to Help Others?
pky0oY86unI	20250515	3472		no	Wednesday Night Bible Class- Statements Of Jesus - 051425
OtR24YuSoYU	20250513	2370	Clay Gentry	yes	Samuel's Death, David's Crossroads  5 11 2025
roivyY7kCOA	20250513	87		no	Is My Love a Pale Imitation of the Real Thing?
vXIE0sEHLCY	20250513	2021		yes	Naomi From Bitterness to Blessing  5  11 2025
04NFi9iU8oo	20250512	2929	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 5.11.2025
o_Xlf59aX44	20250512	5576		no	Sunday AM Worship - Naomi-From Bitterness to Blessing - 5.11.2025
tIYp7pfDlp0	20250512	4283	Clay Gentry	no	Sunday PM Worship - Samuel's Death, David'sCrossroads - 5.11.2025
ozRJjkMn1ow	20250511	46		no	Am I Loving Truthfully?
JYshT4QQo38	20250510	51		no	Am I Following Jesus like a Part-Time Gig?
IS4eahkkas8	20250508	3224		no	Wednesday PM Worship - Statements of Jesus - 5.7.2025
OtlVeJcjNJY	20250508	58		no	Am I choosing God or other 'gods'?
cO7xacWgVYA	20250506	2196		yes	Rejecting and Requesting a King  5  4  2025
o4QLfM1LeZ8	20250506	49		no	Am I Under the Influence of the Holy Spirit?
3uhvCcUiOv8	20250505	3122	Doug Arney	no	Sunday Morning Bible Class - The Barnabas Factor - 050425
LVlTtUrzBAA	20250505	3907		no	Sunday Evening Worship - Rejecting & Requesting a King - 050425
NMou1CixJB0	20250505	2225	Clay Gentry	yes	Spirit Filled  5 4 2025
miGPDTs1m-4	20250505	5338	Clay Gentry	no	Sunday Morning Worship - Ephesians 5:15-21 5/4/25
NGUhM14zMuA	20250504	58		no	Is My Spiritual Journey a Solo Adventure?
5s8s-zGFQYw	20250503	56		no	Do I Live Like I Own Myself?
rFeKbbhoAiA	20250501	43		no	What is My Price Tag?
u5UftPxBwV0	20250501	2737		no	Wednesday Bible Class - Statements of Jesus - 4.30.2025
1kZYrY50BPI	20250429	98		no	Is My Heart Truly Sound?
IZzp043J72w	20250428	3330	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 4.27.2025
K52BykoSja8	20250428	2145		yes	The Fruit of a Spirit  4 27 2025
PYNqO_RxSYY	20250428	3921		no	Sunday Evening Worship - Singing - 4/27/25
tF2RYH7T6vM	20250428	4235		no	Sunday AM Worship - The Fruit of a Spirit - 4.27.2025
VFPd-lMVzQY	20250427	95		no	His Standards or My Own?
FhEzK6lGmTw	20250426	53		no	Am I Responding to God's Love or Earning It?
AqLWwIik-3c	20250424	3201		no	Wednesday PM Bible Class - Statements of Jesus - 4.23.2025
qfBMn8e3bpE	20250424	68		no	It's Not Just About the Manna!
F3DaRm7rIxc	20250422	42		no	They Deserved Punishment, but got THIS instead...
Nq0jgWbkQSU	20250421	2456		yes	A Failure to Conquer  4 20 2025
UyykpIYubyE	20250421	3331	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 4.20.2025
YsnViQXjRdo	20250421	1610	Clay Gentry	yes	The Pattern of Resurrection  4 20 2025
rNKlkRiodJ4	20250421	4269		no	Sunday PM Worship - A Failure to Conquer - 4.20.2025
wY7EblI7QEY	20250421	3894	Clay Gentry	no	Sunday AM Worship - The Pattern of Resurrection - 4.20.2025
EtRYtIokkp8	20250420	140		no	Am I Just Going Through the Motions?
PNfeNRnN940	20250420	34		no	Am I Hungry for More in Life?
TEjkdHlvoXk	20250418	32		no	Am I Spiritually Hungry?
E6lk_xnbkb0	20250417	2657		no	Wednesday Bible Class - Statements of Jesus - 4.16.2025
ONjsV64qRqs	20250417	46		no	Feeling Weary in Your Faith Journey?
INeVv3HumrI	20250415	104		no	Am I living as God's Image?
BlFljxOeWpk	20250414	2495	Clay Gentry	yes	Whatever It Takes  4 13 2025
KsTCrMT0ZGM	20250414	4307	Clay Gentry	no	Sunday Evening Worship - Jumping to Conclusions - 041325
Nn14LfHiYkY	20250414	5488	Clay Gentry	no	Sunday AM Worship - Whatever it takes - 4.13.2025
OglxxmnZq2g	20250414	3445	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 4.13.2025
vIPxNT7-XaQ	20250414	1877	Clay Gentry	no	Jumping to Conclusions  4 13 2025
CZ59ib3yWs0	20250410	635		no	Wednesday PM - Bible Class - Statements of Jesus -     4.9.2025
ZQ_nEJ5f6a8	20250410	35		no	The REAL Reason to Avoid Sin!
0S46Pep1BG8	20250408	35		no	Do I Remember Where I Came From?
3_S2fmvXnUY	20250407	3478	Doug Arney	no	Sunday AM Bible Class - The Barnabas Factor - 4.6.2025
NupY3knNZp8	20250407	1803	Clay Gentry	yes	The Sun Stood Still  4 6 2025
R9qlDCboFpA	20250407	3152	Clay Gentry	no	Sunday PM Worship - The Sun Stood Still - 4.6.2025
ldN4XBSV_HU	20250407	5043	Clay Gentry	no	Sunday AM Worship - Saul's Dark Desperation - 4.6.2025
mGLN2NvWsbA	20250407	74		no	Am I Ready to be Transformed?
ri9pnFbKEdU	20250407	2287	Clay Gentry	yes	Saul's Dark Desperation   4 6 2025
x5M5CRLQP40	20250405	85		no	Sin: who am I really hurting?
I3ixjZNW8dQ	20250404	49		no	Want to Make a Real Impact?
R2KA4qRHOYU	20250403	3224		no	Wednesday Bible Class - Statements of Jesus - 4.2.2025
hfmpIIaNXdU	20250403	82		no	Do I Have a Radical Love Like Jesus?
n_FRod8G5bQ	20250401	94		no	Is God's Judgment Random?
1QkhEtf0QU4	20250331	2163	Josh Tolbert	yes	Why I am Still a Christian 3 30 2025
QcesXfXE0fA	20250331	2493		no	Sunday Evening Worship - Singing/Prayer Service 03/30/25
e4oB78ZQ2I0	20250331	74		no	How Can I Stop Sinning?
s3wFauKju98	20250331	3245		no	Sunday Morning Bible Class - 3/30/25
yVZb4YFZfok	20250331	5267	Josh Tolbert	yes	Sunday Morning Worship - Why I Am Still A Christian - 033025
IGsESPg_EBI	20250329	82		no	Transform Pain Into Praise
zN8bZ3SAKLE	20250328	87		no	Raising God's Heritage
tcZUueBvhDo	20250327	3352	Josh Tolbert	yes	Wednesday PM Bible Class - Deuteronomy - 3.26.2025
uDdSPXfeEMM	20250327	1417		yes	Fear Not - The Battle Belongs to the Lord  3 23 2025
99c46agrUt4	20250324	2653		no	Sunday AM Worship - Fear Not - The Battle Belongs to the Lord - 3.23.2025
SZBUUaZoi0c	20250324	3313	Clay Gentry	no	Sunday AM Worship - Fear Not The Battle Belongs to the Lord - 3.23.2025
prBo6qOCC4s	20250324	2950	Charlie Norman	no	Sunday AM Bible Class - God's Glorious Church - 3.23.2025
PwTn9i31iWE	20250323	770	Clay Gentry	no	Sunday AM Worship - The Battle Belongs to the Lord - 3.23.2025
4c9GRf-xzew	20250320	1214	Josh Tolbert	no	Wednesday Night Bible Class - Deuteronomy - 031925
6g2bxZDnCGg	20250320	1842		yes	Do not be Alarmed   Go Tell   3 16 2025
UCix34sy_aI	20250320	1376		yes	The Twelve Spies   3 9 2025
j8rYlfl3n70	20250320	1241		yes	Self Centered Isolation   3 9 2025
yPIMgl9ITHQ	20250320	1913		yes	Joshua Succeeds Moses   3 16 2025
MmBw0VY-XW8	20250317	4345	Clay Gentry	no	Sunday AM Worship - Do not be Alarmed - Go Tell - 3.16.2025
cie1YdhpWGU	20250317	2323		no	Sunday AM Bible Class - God's Glorious Church - 3.16.2025
i_KyG7djxhc	20250317	3332	Clay Gentry	no	Sunday PM Worship - Joshua Succeeds Moses - 3.16.2025
Mj7zleK8JOk	20250313	90	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 3.12.2025
YTLMhTfcMjs	20250313	2312	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 3.12.2025
_5zMvg6YGFk	20250313	295	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 3.12.2025
-NWbjuJNpTY	20250310	2330	Clay Gentry	no	Sunday PM Worship - The Twelve Spies - 3.9.2025
Xg2t81vwjKk	20250310	1241	Clay Gentry	no	Sunday AM Worship - Self-Centered Isolation - 3.9.2025
fQm7weLkk9U	20250310	3429	Charlie Norman	no	Sunday AM Bible Class - God's Glorious Church - 3.9.2025
HHpQ8MQzsaA	20250306	3105		no	Wednesday Night Bible Class - Deuteronomy - 030525
pOhV8Ham_C0	20250306	141		no	Wednesday Night Bible Class - Deuteronomy - 030525
XlmPjyZZuLM	20250304	2200	Clay Gentry	yes	Truth about Temptation   3 2 2025
dqYQyIGMvvo	20250303	2192	Clay Gentry	no	Sunday AM - Gods Glorious Church / Truth about Temptation - 3.2.2025
zU6NpibBV-w	20250303	1657	Clay Gentry	no	Chiasms explained   3 02 25 PM
xwTPoPj-x_M	20250302	3257	Clay Gentry	no	Sunday PM Worship Service - 3.02.25
YsljP4GVzGk	20250227	3360	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 2.26.2025
IcQ84NLakxI	20250225	2458	Clay Gentry	yes	Open Heart Open Table   2 23 2025
Ed3CQA4ng68	20250224	2988	Charlie Norman	no	Sunday AM Bible Class - Gods Glorious Church - 2.23.2025
SVXoclC4Wsk	20250224	1205		no	Sunday PM Worship - Singing - 2.23.2025
l51-Jb1oYFs	20250224	3301		no	Sunday PM Worship - Singing - 2.23.2025
w2gBjGFBStM	20250224	5655	Clay Gentry	no	Sunday AM Worship - Open Heart Open Table - 2.23.2025
-8cSdNPcC9M	20250219	2529	Clay Gentry	no	Flee and Pursue - 2.9.2025
7bkSlnE7B9c	20250219	2048		yes	Sound Hearts Sound Churches 2 2 2025
97vSqJdk6sY	20250219	2005		yes	Bread of Heaven 2 2 2025
GkjVp1gvxGI	20250219	2950	Clay Gentry	yes	True Love  More Than a Feeling   02.16.25
MY-_fXW8uNo	20250219	2444	Clay Gentry	no	Aaron's Two Sons   02.16.2025
qElACLOm56w	20250219	2046	Clay Gentry	yes	Bought with a Price - 2.9.2025
LS86VgsFQwI	20250217	5908	Clay Gentry	no	True Love: More Than a Feeling - Sunday Morning Worship - 021625
YCt4hpGz8j8	20250217	4023	Clay Gentry	no	Aarons's Two Sons - Sunday Evening Bible Study - 02162025
ZE6cMnjg42U	20250217	3242	Charlie Norman	no	Sunday AM Bible Class - God's Glorious Church - 021625
BNyTsIAHB9s	20250213	3303	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 2.12.2025
4YbNFGGk5BI	20250210	3739	Clay Gentry	no	Sunday PM Worship - Bought with a Price - 2.9.2025
pwYyjKL9tSA	20250210	3193	Charlie Norman	no	Sunday AM Bible Class - God's Glorious Church - 2.9.2025
wBaoIeLqTCM	20250210	5376	Clay Gentry	no	Sunday AM Worship - Flee and Pursue - 2.9.2025
GEKBj1njfHU	20250206	3153	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 2.5.2025
-7jNaMiFpsg	20250205	2551		no	Leah's Song 1.26.25
5ueiYm8Vncg	20250203	4969	Clay Gentry	no	Sunday AM Worship - Sound Hearts Sound Churches - 2.2.2025
PHuukpSKgOs	20250203	3590	Charlie Norman	no	Sunday AM Bible Class - God's Glorious Church - 2.2.2025
y_YmqKVu4tY	20250203	3951	Clay Gentry	no	Sunday PM Worship - Bread of Heaven - 2.2.2025
OZ6AIKT5HXo	20250130	3401	Josh Tolbert	yes	Wednesday  PM Bible Class - Deuteronomy - 1.29.2025
ozTmtlCeJsg	20250127	3548	Charlie Norman	no	Sunday AM Bible Class - Gods Glorious Church - 1.26.2025
pd_k2bWMVrA	20250127	3736		no	Sunday Evening Worship - Singing / Prayer Service
vRTj5xr5o4g	20250127	5643	Clay Gentry	no	Sunday AM Worship - Leah's Song - 1.26.2025
No-SNYify0s	20250123	3417	Josh Tolbert	no	Wednesday Bible Class - Deuteronomy - 1.22.2025
I0FesRsrtZI	20250120	3195	Clay Gentry	no	Sunday PM Worship - TheNumberOneReasonNotToSin - 1.19.2025
PdWkLjMH5S0	20250120	3546	Charlie Norman	no	Sunday AM Bible Class - Gods Glorious Church - 1.19.2025
S7t0JcAK0rg	20250120	2422		yes	The Sinners' Jesus   1 19 2025
ZDPOnZFu3co	20250120	2618		yes	Created in Gods Image   1 5 2025
dN-8RvRvhjw	20250120	1897		no	The Purposes of God's Word   1 12 2025
otzezFyde18	20250120	2532		yes	Welcomed At The Kings Table   1 5 2025
pNrXOflSzMg	20250120	5745	Clay Gentry	no	Sunday AM Worship - The Sinners Jesus - 1.19.2025
pTh8iy5CS-M	20250120	1733		no	From the Manger to the Cross   12 29 24
q1YKcYbAYgg	20250120	1249		yes	The Number One Reason Not To Sin   1 19 2025
8-XyuPKj3Ag	20250116	3247	Josh Tolbert	no	Wednesday Bible Class - Deuteronomy - 1.15.2025
enD7OLSMhu0	20250113	4670	Clay Gentry	no	Sunday AM Worship - The Purposes of God's Word - 1.12.2025
IWXl53IoRp8	20250109	3594	Josh Tolbert	yes	Wednesday PM - Deuteronomy - 1.8.2025
Ak4ipcO3yxs	20250106	3580	Charlie Norman	no	Sunday AM Bible Class - Created in Gods Image - 1.5.2025
MYeQoB50Zk8	20250106	5771	Clay Gentry	no	Sunday AM Worship - Created in Gods Image - 1.5.2025
OOwBBu-2cLI	20250106	4550	Clay Gentry	no	Sunday PM - Welcomed At The Kings Table - 1.5.2025
BValdlu33Zg	20250102	3584	Josh Tolbert	yes	Wednesday Bible Class - Deuteronomy - 1.1.2025
XG05go30R2c	20250101	2221		yes	As He Thinks 12 22 2024
k7r_9M3KTfU	20250101	1731		yes	From the Manger to the Cross   12 29 2024
m9HBkl1QWaA	20250101	3261		yes	Singing and Prayer Service   12 29 2024
ooshGWQrehA	20250101	3261		yes	Singing and Prayer Service   12 29 2024
u0Llki1Uq3I	20250101	1630		yes	Elders Vision 2025 12 22 2024
OogQCAEGHH8	20241230	1829	Charlie Norman	no	Sunday Morning Bible Study - God's Glorious Church - 122924
l4yETaClE04	20241230	3261		no	Sunday Night Worship - Congregational Singing and Prayer Service - 122924
t3WORoqQO88	20241230	4536	Clay Gentry	no	Sunday Morning Worship - From the Manger to the Cross - 122924
FU5MCibTv9Q	20241226	3498		no	Wednesday Fall Focus - Go Show Yourself to the Priest- 12.25.2024
1tAqY9QIbrQ	20241223	3869		no	Sunday AM Bible Class - Conversions in Acts - 12.22.2024
h57Vez4TOsg	20241223	4573	Charlie Norman	no	Sunday AM Worship - Elders Vision 2025
jYp9MxrRdto	20241223	4145	Doug Arney	no	Sunday PM Worship - As He Thinks - 12.22.2024
vsRbXgcYupc	20241219	1647		no	Wednesday PM Bible Class - Go Tell Others - 12.18.2024
4X6gFVB66Zs	20241218	1916		yes	How to Give a Defense for Your Hope   12 15 2024
C4HpgfWp6EY	20241218	2618		yes	Four Views of David   12 15 2024
HuMmGdRuJLY	20241216	4325	Clay Gentry	no	Sunday PM Worship - How to Give a Defense for Your Hope - 12.15.2024
K3V6leUfszo	20241216	5703	Clay Gentry	no	Sunday AM Worship - Four Views of David - 12.15.2024
jAXMrvzyeRw	20241216	3535		no	Sunday AM Bible Class - Conversions in Acts - 12.15.2024
jEAXqUwG8s0	20241212	3080	Tim Garrison	no	Wednesday PM - Fall Focus - Go and Show Mercy - 12.11.2024
Yre7IiFGPmM	20241210	2946		yes	What Does it Mean to Believe   12 8 2024
dXFBe5I6mX0	20241210	1592		yes	Andrew brought people to Jesus   12 8 2024
mhJ1N5KDifg	20241209	3344		no	Sunday AM Bible Class - Conversions in Acts - 12.8.2024
svg-PApXM7Q	20241209	2612		no	Convicted   11 10 2024
trfeZJK_Djc	20241209	3739	Clay Gentry	no	Sunday PM Worship - Andrew brought people to Jesus - 12.8.2024
xOdOw6JCHyw	20241209	5575	Clay Gentry	no	Sunday AM Worship - What Does it Mean to Believe - 12.8.2024
kVosnhhtyuY	20241205	3412	Ben Prasser	no	Wednesday - Fall Focus - Go to Work - 12.4.2024
IfNUY53aIXQ	20241203	2691		yes	Seek Him Find Him   12 1 2024
Xv-__ftjDd0	20241203	2922		no	By Faith Moses   11 17 2024
fDjEL23JLQU	20241203	2084		yes	Falling Asleep in Church   11 17 2024
pfL-PSG2IFM	20241203	2356		no	The Way   12 1 2024
6RTZ1M_GSFg	20241202	3887	Clay Gentry	no	The Way - 12.1.2024
Bvr3DN3OqGE	20241202	5324	Clay Gentry	no	Seek Him Find Him - 12.1.2024
h6_hPZhyE2Y	20241202	3399		no	Sunday AM Bible Class - Conversions in Acts - 12.1.2024
BAv95I8gsJY	20241128	3633		no	Wednesday -  Fall Focus - Go See What You Have - 11.27.2024
6_qOGlRcBKo	20241125	712		no	Sunday Evening - Mozambique Report - 11.24.24
